scats_site_number,timestamp,traffic_flow
3120,2006-10-11 14:00:00,2658
3120,2006-10-11 15:00:00,2698
3120,2006-10-11 16:00:00,3037
3120,2006-10-11 17:00:00,3173
3120,2006-10-11 18:00:00,2860
3120,2006-10-11 19:00:00,2288
3120,2006-10-11 20:00:00,1679
3120,2006-10-11 21:00:00,1632
3120,2006-10-11 22:00:00,1500
3120,2006-10-11 23:00:00,991
3120,2006-10-12 00:00:00,663
3120,2006-10-12 01:00:00,481
3120,2006-10-12 02:00:00,466
3120,2006-10-12 03:00:00,445
3120,2006-10-12 04:00:00,504
3120,2006-10-12 05:00:00,781
3120,2006-10-12 06:00:00,2086
3120,2006-10-12 07:00:00,3319
3120,2006-10-12 08:00:00,3523
3120,2006-10-12 09:00:00,2961
3120,2006-10-12 10:00:00,2465
3120,2006-10-12 11:00:00,2559
3120,2006-10-12 12:00:00,2580
3120,2006-10-12 13:00:00,2513
3120,2006-10-12 14:00:00,2623
3120,2006-10-12 15:00:00,2903
3120,2006-10-12 16:00:00,2979
3120,2006-10-12 17:00:00,3131
3120,2006-10-12 18:00:00,2938
3120,2006-10-12 19:00:00,2242
3120,2006-10-12 20:00:00,1725
3120,2006-10-12 21:00:00,1689
3120,2006-10-12 22:00:00,1482
3120,2006-10-12 23:00:00,1000
3120,2006-10-13 00:00:00,718
3120,2006-10-13 01:00:00,554
3120,2006-10-13 02:00:00,493
3120,2006-10-13 03:00:00,502
3120,2006-10-13 04:00:00,538
3120,2006-10-13 05:00:00,768
3120,2006-10-13 06:00:00,2008
3120,2006-10-13 07:00:00,3310
3120,2006-10-13 08:00:00,3595
3120,2006-10-13 09:00:00,2873
3120,2006-10-13 10:00:00,2612
3120,2006-10-13 11:00:00,2558
3120,2006-10-13 12:00:00,2693
3120,2006-10-13 13:00:00,2549
3120,2006-10-13 14:00:00,2585
3120,2006-10-13 15:00:00,2956
3120,2006-10-13 16:00:00,3012
3120,2006-10-13 17:00:00,3152
3120,2006-10-13 18:00:00,2969
3120,2006-10-13 19:00:00,2573
3120,2006-10-13 20:00:00,1839
3120,2006-10-13 21:00:00,1647
3120,2006-10-13 22:00:00,1553
3120,2006-10-13 23:00:00,1346
3120,2006-10-14 00:00:00,1106
3120,2006-10-14 01:00:00,783
3120,2006-10-14 02:00:00,626
3120,2006-10-14 03:00:00,554
3120,2006-10-14 04:00:00,536
3120,2006-10-14 05:00:00,626
3120,2006-10-14 06:00:00,1026
3120,2006-10-14 07:00:00,1433
3120,2006-10-14 08:00:00,2157
3120,2006-10-14 09:00:00,2415
3120,2006-10-14 10:00:00,2767
3120,2006-10-14 11:00:00,3031
3120,2006-10-14 12:00:00,3076
3120,2006-10-14 13:00:00,3043
3120,2006-10-14 14:00:00,2855
3120,2006-10-14 15:00:00,2901
3120,2006-10-14 16:00:00,2826
3120,2006-10-14 17:00:00,2938
3120,2006-10-14 18:00:00,2809
3120,2006-10-14 19:00:00,2256
3120,2006-10-14 20:00:00,1742
3120,2006-10-14 21:00:00,1613
3120,2006-10-14 22:00:00,1627
3120,2006-10-14 23:00:00,1558
3120,2006-10-15 00:00:00,1362
3120,2006-10-15 01:00:00,1004
3120,2006-10-15 02:00:00,757
3120,2006-10-15 03:00:00,625
3120,2006-10-15 04:00:00,608
3120,2006-10-15 05:00:00,723
3120,2006-10-15 06:00:00,910
3120,2006-10-15 07:00:00,1059
3120,2006-10-15 08:00:00,1459
3120,2006-10-15 09:00:00,2039
3120,2006-10-15 10:00:00,2336
3120,2006-10-15 11:00:00,2540
3120,2006-10-15 12:00:00,2686
3120,2006-10-15 13:00:00,2592
3120,2006-10-15 14:00:00,2566
3120,2006-10-15 15:00:00,2648
3120,2006-10-15 16:00:00,2596
3120,2006-10-15 17:00:00,2600
3120,2006-10-15 18:00:00,2349
3120,2006-10-15 19:00:00,1623
3120,2006-10-15 20:00:00,1557
3120,2006-10-15 21:00:00,1544
3120,2006-10-15 22:00:00,1160
3120,2006-10-15 23:00:00,857
3120,2006-10-16 00:00:00,608
3120,2006-10-16 01:00:00,466
3120,2006-10-16 02:00:00,425
3120,2006-10-16 03:00:00,423
3120,2006-10-16 04:00:00,479
3120,2006-10-16 05:00:00,738
3120,2006-10-16 06:00:00,1935
3120,2006-10-16 07:00:00,3190
3120,2006-10-16 08:00:00,3627
3120,2006-10-16 09:00:00,2809
3120,2006-10-16 10:00:00,2452
3120,2006-10-16 11:00:00,2396
3120,2006-10-16 12:00:00,2520
3120,2006-10-16 13:00:00,2481
3120,2006-10-16 14:00:00,2481
3120,2006-10-16 15:00:00,2874
3120,2006-10-16 16:00:00,2983
3120,2006-10-16 17:00:00,3119
3120,2006-10-16 18:00:00,2739
3120,2006-10-16 19:00:00,2119
3120,2006-10-16 20:00:00,1612
3120,2006-10-16 21:00:00,1552
3120,2006-10-16 22:00:00,1209
3120,2006-10-16 23:00:00,806
3120,2006-10-17 00:00:00,586
3120,2006-10-17 01:00:00,482
3120,2006-10-17 02:00:00,434
3120,2006-10-17 03:00:00,413
3120,2006-10-17 04:00:00,489
3120,2006-10-17 05:00:00,771
3120,2006-10-17 06:00:00,1971
3120,2006-10-17 07:00:00,3344
3120,2006-10-17 08:00:00,3594
3120,2006-10-17 09:00:00,2922
3120,2006-10-17 10:00:00,2590
3120,2006-10-17 11:00:00,2336
3120,2006-10-17 12:00:00,2491
3120,2006-10-17 13:00:00,2403
3120,2006-10-17 14:00:00,2603
3120,2006-10-17 15:00:00,2796
3120,2006-10-17 16:00:00,2990
3120,2006-10-17 17:00:00,3030
3120,2006-10-17 18:00:00,2907
3120,2006-10-17 19:00:00,2317
3120,2006-10-17 20:00:00,1743
3120,2006-10-17 21:00:00,1734
3120,2006-10-17 22:00:00,1428
3120,2006-10-17 23:00:00,1007
3120,2006-10-18 00:00:00,684
3120,2006-10-18 01:00:00,516
3120,2006-10-18 02:00:00,448
3120,2006-10-18 03:00:00,425
3120,2006-10-18 04:00:00,493
3120,2006-10-18 05:00:00,775
3120,2006-10-18 06:00:00,2056
3120,2006-10-18 07:00:00,3417
3120,2006-10-18 08:00:00,3537
3120,2006-10-18 09:00:00,2954
3120,2006-10-18 10:00:00,2510
3120,2006-10-18 11:00:00,2593
3120,2006-10-18 12:00:00,2536
3120,2006-10-18 13:00:00,2473
3120,2006-10-18 14:00:00,2538
3120,2006-10-18 15:00:00,2793
3120,2006-10-18 16:00:00,2980
3120,2006-10-18 17:00:00,3224
3120,2006-10-18 18:00:00,3040
3120,2006-10-18 19:00:00,2529
3120,2006-10-18 20:00:00,1652
3120,2006-10-18 21:00:00,1752
3120,2006-10-18 22:00:00,1478
3120,2006-10-18 23:00:00,1088
3120,2006-10-19 00:00:00,733
3120,2006-10-19 01:00:00,519
3120,2006-10-19 02:00:00,469
3120,2006-10-19 03:00:00,449
3120,2006-10-19 04:00:00,512
3120,2006-10-19 05:00:00,784
3120,2006-10-19 06:00:00,2067
3120,2006-10-19 07:00:00,3273
3120,2006-10-19 08:00:00,3527
3120,2006-10-19 09:00:00,3103
3120,2006-10-19 10:00:00,2677
3120,2006-10-19 11:00:00,2569
3120,2006-10-19 12:00:00,2628
3120,2006-10-19 13:00:00,2691
3120,2006-10-19 14:00:00,2661
3120,2006-10-19 15:00:00,2977
3120,2006-10-19 16:00:00,3026
3120,2006-10-19 17:00:00,3120
3120,2006-10-19 18:00:00,2965
3120,2006-10-19 19:00:00,2490
3120,2006-10-19 20:00:00,1898
3120,2006-10-19 21:00:00,1812
3120,2006-10-19 22:00:00,1619
3120,2006-10-19 23:00:00,1058
3120,2006-10-20 00:00:00,738
3120,2006-10-20 01:00:00,576
3120,2006-10-20 02:00:00,503
3120,2006-10-20 03:00:00,494
3120,2006-10-20 04:00:00,535
3120,2006-10-20 05:00:00,820
3120,2006-10-20 06:00:00,2033
3120,2006-10-20 07:00:00,3248
3120,2006-10-20 08:00:00,3465
3120,2006-10-20 09:00:00,2933
3120,2006-10-20 10:00:00,2629
3120,2006-10-20 11:00:00,2619
3120,2006-10-20 12:00:00,2779
3120,2006-10-20 13:00:00,2723
3120,2006-10-20 14:00:00,2721
3120,2006-10-20 15:00:00,2905
3120,2006-10-20 16:00:00,3003
3120,2006-10-20 17:00:00,3257
3120,2006-10-20 18:00:00,3029
3120,2006-10-20 19:00:00,2464
3120,2006-10-20 20:00:00,1811
3120,2006-10-20 21:00:00,1606
3120,2006-10-20 22:00:00,1522
3120,2006-10-20 23:00:00,1364
3120,2006-10-21 00:00:00,1042
3120,2006-10-21 01:00:00,708
3120,2006-10-21 02:00:00,589
3120,2006-10-21 03:00:00,524
3120,2006-10-21 04:00:00,528
3120,2006-10-21 05:00:00,642
3120,2006-10-21 06:00:00,1029
3120,2006-10-21 07:00:00,1377
3120,2006-10-21 08:00:00,2010
3120,2006-10-21 09:00:00,2561
3120,2006-10-21 10:00:00,2858
3120,2006-10-21 11:00:00,2987
3120,2006-10-21 12:00:00,3055
3120,2006-10-21 13:00:00,2887
3120,2006-10-21 14:00:00,2874
3120,2006-10-21 15:00:00,2855
3120,2006-10-21 16:00:00,2768
3120,2006-10-21 17:00:00,2817
3120,2006-10-21 18:00:00,2698
3120,2006-10-21 19:00:00,2124
3120,2006-10-21 20:00:00,1676
3120,2006-10-21 21:00:00,1562
3120,2006-10-21 22:00:00,1518
3120,2006-10-21 23:00:00,1666
3120,2006-10-22 00:00:00,1299
3120,2006-10-22 01:00:00,960
3120,2006-10-22 02:00:00,728
3120,2006-10-22 03:00:00,618
3120,2006-10-22 04:00:00,597
3120,2006-10-22 05:00:00,696
3120,2006-10-22 06:00:00,879
3120,2006-10-22 07:00:00,1109
3120,2006-10-22 08:00:00,1369
3120,2006-10-22 09:00:00,1996
3120,2006-10-22 10:00:00,2434
3120,2006-10-22 11:00:00,2555
3120,2006-10-22 12:00:00,2671
3120,2006-10-22 13:00:00,2629
3120,2006-10-22 14:00:00,2444
3120,2006-10-22 15:00:00,2503
3120,2006-10-22 16:00:00,2494
3120,2006-10-22 17:00:00,2606
3120,2006-10-22 18:00:00,2341
3120,2006-10-22 19:00:00,1759
3120,2006-10-22 20:00:00,1464
3120,2006-10-22 21:00:00,1456
3120,2006-10-22 22:00:00,1170
3120,2006-10-22 23:00:00,876
3120,2006-10-23 00:00:00,630
3120,2006-10-23 01:00:00,461
3120,2006-10-23 02:00:00,425
3120,2006-10-23 03:00:00,439
3120,2006-10-23 04:00:00,481
3120,2006-10-23 05:00:00,805
3120,2006-10-23 06:00:00,1946
3120,2006-10-23 07:00:00,3220
3120,2006-10-23 08:00:00,3536
3120,2006-10-23 09:00:00,2732
3120,2006-10-23 10:00:00,2404
3120,2006-10-23 11:00:00,2414
3120,2006-10-23 12:00:00,2586
3120,2006-10-23 13:00:00,2398
3120,2006-10-23 14:00:00,2533
3120,2006-10-23 15:00:00,2888
3120,2006-10-23 16:00:00,2841
3120,2006-10-23 17:00:00,3108
3120,2006-10-23 18:00:00,2713
3120,2006-10-23 19:00:00,2075
3120,2006-10-23 20:00:00,1482
3120,2006-10-23 21:00:00,1505
3120,2006-10-23 22:00:00,1155
3120,2006-10-23 23:00:00,740
3120,2006-10-24 00:00:00,647
3120,2006-10-24 01:00:00,465
3120,2006-10-24 02:00:00,420
3120,2006-10-24 03:00:00,452
3120,2006-10-24 04:00:00,498
3120,2006-10-24 05:00:00,856
3120,2006-10-24 06:00:00,2142
3120,2006-10-24 07:00:00,3287
3120,2006-10-24 08:00:00,3591
3120,2006-10-24 09:00:00,2832
3120,2006-10-24 10:00:00,2482
3120,2006-10-24 11:00:00,2501
3120,2006-10-24 12:00:00,2577
3120,2006-10-24 13:00:00,2607
3120,2006-10-24 14:00:00,2460
3120,2006-10-24 15:00:00,2818
3120,2006-10-24 16:00:00,2939
3120,2006-10-24 17:00:00,3180
3120,2006-10-24 18:00:00,2810
3120,2006-10-24 19:00:00,2224
3120,2006-10-24 20:00:00,1731
3120,2006-10-24 21:00:00,1731
3120,2006-10-24 22:00:00,1384
3120,2006-10-24 23:00:00,974
3120,2006-10-25 00:00:00,698
3120,2006-10-25 01:00:00,498
3120,2006-10-25 02:00:00,421
3120,2006-10-25 03:00:00,436
3120,2006-10-25 04:00:00,478
3120,2006-10-25 05:00:00,822
3120,2006-10-25 06:00:00,2004
3120,2006-10-25 07:00:00,3382
3120,2006-10-25 08:00:00,3531
3120,2006-10-25 09:00:00,2959
3120,2006-10-25 10:00:00,2574
3120,2006-10-25 11:00:00,2532
3120,2006-10-25 12:00:00,2582
3120,2006-10-25 13:00:00,2609
3120,2006-10-25 14:00:00,2596
3120,2006-10-25 15:00:00,2968
3120,2006-10-25 16:00:00,3046
3120,2006-10-25 17:00:00,3220
3120,2006-10-25 18:00:00,2988
3120,2006-10-25 19:00:00,2278
3120,2006-10-25 20:00:00,1778
3120,2006-10-25 21:00:00,1660
3120,2006-10-25 22:00:00,1350
3120,2006-10-25 23:00:00,1023
3120,2006-10-26 00:00:00,679
3120,2006-10-26 01:00:00,507
3120,2006-10-26 02:00:00,472
3120,2006-10-26 03:00:00,465
3120,2006-10-26 04:00:00,512
3120,2006-10-26 05:00:00,834
3120,2006-10-26 06:00:00,2025
3120,2006-10-26 07:00:00,3350
3120,2006-10-26 08:00:00,3606
3120,2006-10-26 09:00:00,2947
3120,2006-10-26 10:00:00,2616
3120,2006-10-26 11:00:00,2553
3120,2006-10-26 12:00:00,2632
3120,2006-10-26 13:00:00,2594
3120,2006-10-26 14:00:00,2683
3120,2006-10-26 15:00:00,2940
3120,2006-10-26 16:00:00,2993
3120,2006-10-26 17:00:00,3276
3120,2006-10-26 18:00:00,2977
3120,2006-10-26 19:00:00,2519
3120,2006-10-26 20:00:00,1899
3120,2006-10-26 21:00:00,1832
3120,2006-10-26 22:00:00,1494
3120,2006-10-26 23:00:00,1154
3120,2006-10-27 00:00:00,761
3120,2006-10-27 01:00:00,564
3120,2006-10-27 02:00:00,505
3120,2006-10-27 03:00:00,483
3120,2006-10-27 04:00:00,517
3120,2006-10-27 05:00:00,870
3120,2006-10-27 06:00:00,1998
3120,2006-10-27 07:00:00,3407
3120,2006-10-27 08:00:00,3558
3120,2006-10-27 09:00:00,3021
3120,2006-10-27 10:00:00,2755
3120,2006-10-27 11:00:00,2583
3120,2006-10-27 12:00:00,2800
3120,2006-10-27 13:00:00,2457
3120,2006-10-27 14:00:00,2799
3120,2006-10-27 15:00:00,2951
3120,2006-10-27 16:00:00,2972
3120,2006-10-27 17:00:00,3095
3120,2006-10-27 18:00:00,2986
3120,2006-10-27 19:00:00,2474
3120,2006-10-27 20:00:00,1842
3120,2006-10-27 21:00:00,1632
3120,2006-10-27 22:00:00,1540
3120,2006-10-27 23:00:00,1348
3120,2006-10-28 00:00:00,1109
3120,2006-10-28 01:00:00,798
3120,2006-10-28 02:00:00,630
3120,2006-10-28 03:00:00,576
3120,2006-10-28 04:00:00,533
3120,2006-10-28 05:00:00,619
3120,2006-10-28 06:00:00,1047
3120,2006-10-28 07:00:00,1469
3120,2006-10-28 08:00:00,1999
3120,2006-10-28 09:00:00,2512
3120,2006-10-28 10:00:00,2733
3120,2006-10-28 11:00:00,2899
3120,2006-10-28 12:00:00,2933
3120,2006-10-28 13:00:00,3003
3120,2006-10-28 14:00:00,2801
3120,2006-10-28 15:00:00,2687
3120,2006-10-28 16:00:00,2660
3120,2006-10-28 17:00:00,2797
3120,2006-10-28 18:00:00,2699
3120,2006-10-28 19:00:00,2240
3120,2006-10-28 20:00:00,1748
3120,2006-10-28 21:00:00,1625
3120,2006-10-28 22:00:00,1664
3120,2006-10-28 23:00:00,1522
3120,2006-10-29 00:00:00,1271
3120,2006-10-29 01:00:00,780
3120,2006-10-29 02:00:00,472
3120,2006-10-29 03:00:00,715
3120,2006-10-29 04:00:00,626
3120,2006-10-29 05:00:00,628
3120,2006-10-29 06:00:00,827
3120,2006-10-29 07:00:00,986
3120,2006-10-29 08:00:00,1296
3120,2006-10-29 09:00:00,1840
3120,2006-10-29 10:00:00,2178
3120,2006-10-29 11:00:00,2463
3120,2006-10-29 12:00:00,2729
3120,2006-10-29 13:00:00,2620
3120,2006-10-29 14:00:00,2503
3120,2006-10-29 15:00:00,2623
3120,2006-10-29 16:00:00,2681
3120,2006-10-29 17:00:00,2654
3120,2006-10-29 18:00:00,2319
3120,2006-10-29 19:00:00,1759
3120,2006-10-29 20:00:00,1531
3120,2006-10-29 21:00:00,1449
3120,2006-10-29 22:00:00,1300
3120,2006-10-29 23:00:00,882
3120,2006-10-30 00:00:00,605
3120,2006-10-30 01:00:00,489
3120,2006-10-30 02:00:00,435
3120,2006-10-30 03:00:00,420
3120,2006-10-30 04:00:00,480
3120,2006-10-30 05:00:00,714
3120,2006-10-30 06:00:00,1789
3120,2006-10-30 07:00:00,3137
3120,2006-10-30 08:00:00,3477
3120,2006-10-30 09:00:00,2754
3120,2006-10-30 10:00:00,2427
3120,2006-10-30 11:00:00,2363
3120,2006-10-30 12:00:00,2544
3120,2006-10-30 13:00:00,2539
3120,2006-10-30 14:00:00,2509
3120,2006-10-30 15:00:00,2707
3120,2006-10-30 16:00:00,2910
3120,2006-10-30 17:00:00,3083
3120,2006-10-30 18:00:00,2758
3120,2006-10-30 19:00:00,2021
3120,2006-10-30 20:00:00,1628
3120,2006-10-30 21:00:00,1500
3120,2006-10-30 22:00:00,1113
3120,2006-10-30 23:00:00,851
3120,2006-10-31 00:00:00,634
3120,2006-10-31 01:00:00,473
3120,2006-10-31 02:00:00,453
3120,2006-10-31 03:00:00,443
3120,2006-10-31 04:00:00,473
3120,2006-10-31 05:00:00,719
3120,2006-10-31 06:00:00,1949
3120,2006-10-31 07:00:00,3249
3120,2006-10-31 08:00:00,3466
3120,2006-10-31 09:00:00,2965
3120,2006-10-31 10:00:00,2519
3120,2006-10-31 11:00:00,2573
3120,2006-10-31 12:00:00,2553
3120,2006-10-31 13:00:00,2565
3120,2006-10-31 14:00:00,2664
3120,2006-10-31 15:00:00,2801
3120,2006-10-31 16:00:00,2780
3120,2006-10-31 17:00:00,3011
3120,2006-10-31 18:00:00,2848
3120,2006-10-31 19:00:00,2314
3120,2006-10-31 20:00:00,1786
3120,2006-10-31 21:00:00,1653
3120,2006-10-31 22:00:00,1401
3120,2006-10-31 23:00:00,955
3122,2006-10-01 00:00:00,500
3122,2006-10-01 01:00:00,324
3122,2006-10-01 02:00:00,252
3122,2006-10-01 03:00:00,160
3122,2006-10-01 04:00:00,128
3122,2006-10-01 05:00:00,160
3122,2006-10-01 06:00:00,320
3122,2006-10-01 07:00:00,436
3122,2006-10-01 08:00:00,701
3122,2006-10-01 09:00:00,1255
3122,2006-10-01 10:00:00,1687
3122,2006-10-01 11:00:00,1849
3122,2006-10-01 12:00:00,2123
3122,2006-10-01 13:00:00,2039
3122,2006-10-01 14:00:00,1911
3122,2006-10-01 15:00:00,1919
3122,2006-10-01 16:00:00,1896
3122,2006-10-01 17:00:00,1939
3122,2006-10-01 18:00:00,1527
3122,2006-10-01 19:00:00,1031
3122,2006-10-01 20:00:00,707
3122,2006-10-01 21:00:00,798
3122,2006-10-01 22:00:00,462
3122,2006-10-01 23:00:00,284
3122,2006-10-02 00:00:00,126
3122,2006-10-02 01:00:00,81
3122,2006-10-02 02:00:00,52
3122,2006-10-02 03:00:00,40
3122,2006-10-02 04:00:00,91
3122,2006-10-02 05:00:00,223
3122,2006-10-02 06:00:00,988
3122,2006-10-02 07:00:00,2562
3122,2006-10-02 08:00:00,2761
3122,2006-10-02 09:00:00,2285
3122,2006-10-02 10:00:00,1910
3122,2006-10-02 11:00:00,1954
3122,2006-10-02 12:00:00,2037
3122,2006-10-02 13:00:00,1985
3122,2006-10-02 14:00:00,2157
3122,2006-10-02 15:00:00,2626
3122,2006-10-02 16:00:00,2815
3122,2006-10-02 17:00:00,3142
3122,2006-10-02 18:00:00,2510
3122,2006-10-02 19:00:00,1683
3122,2006-10-02 20:00:00,967
3122,2006-10-02 21:00:00,836
3122,2006-10-02 22:00:00,631
3122,2006-10-02 23:00:00,256
3122,2006-10-03 00:00:00,103
3122,2006-10-03 01:00:00,74
3122,2006-10-03 02:00:00,38
3122,2006-10-03 03:00:00,39
3122,2006-10-03 04:00:00,77
3122,2006-10-03 05:00:00,276
3122,2006-10-03 06:00:00,1190
3122,2006-10-03 07:00:00,2583
3122,2006-10-03 08:00:00,2738
3122,2006-10-03 09:00:00,2476
3122,2006-10-03 10:00:00,2128
3122,2006-10-03 11:00:00,1956
3122,2006-10-03 12:00:00,2124
3122,2006-10-03 13:00:00,2027
3122,2006-10-03 14:00:00,2365
3122,2006-10-03 15:00:00,2645
3122,2006-10-03 16:00:00,2942
3122,2006-10-03 17:00:00,3129
3122,2006-10-03 18:00:00,2762
3122,2006-10-03 19:00:00,1794
3122,2006-10-03 20:00:00,1118
3122,2006-10-03 21:00:00,1020
3122,2006-10-03 22:00:00,764
3122,2006-10-03 23:00:00,375
3122,2006-10-04 00:00:00,160
3122,2006-10-04 01:00:00,80
3122,2006-10-04 02:00:00,54
3122,2006-10-04 03:00:00,45
3122,2006-10-04 04:00:00,69
3122,2006-10-04 05:00:00,260
3122,2006-10-04 06:00:00,1147
3122,2006-10-04 07:00:00,2641
3122,2006-10-04 08:00:00,2781
3122,2006-10-04 09:00:00,2504
3122,2006-10-04 10:00:00,2149
3122,2006-10-04 11:00:00,2045
3122,2006-10-04 12:00:00,2120
3122,2006-10-04 13:00:00,2051
3122,2006-10-04 14:00:00,2261
3122,2006-10-04 15:00:00,2795
3122,2006-10-04 16:00:00,2905
3122,2006-10-04 17:00:00,3196
3122,2006-10-04 18:00:00,2659
3122,2006-10-04 19:00:00,1777
3122,2006-10-04 20:00:00,1194
3122,2006-10-04 21:00:00,1111
3122,2006-10-04 22:00:00,807
3122,2006-10-04 23:00:00,399
3122,2006-10-05 00:00:00,170
3122,2006-10-05 01:00:00,102
3122,2006-10-05 02:00:00,58
3122,2006-10-05 03:00:00,58
3122,2006-10-05 04:00:00,108
3122,2006-10-05 05:00:00,263
3122,2006-10-05 06:00:00,1120
3122,2006-10-05 07:00:00,2535
3122,2006-10-05 08:00:00,2791
3122,2006-10-05 09:00:00,2672
3122,2006-10-05 10:00:00,2134
3122,2006-10-05 11:00:00,2196
3122,2006-10-05 12:00:00,2240
3122,2006-10-05 13:00:00,2107
3122,2006-10-05 14:00:00,2436
3122,2006-10-05 15:00:00,2805
3122,2006-10-05 16:00:00,3040
3122,2006-10-05 17:00:00,3248
3122,2006-10-05 18:00:00,2856
3122,2006-10-05 19:00:00,1827
3122,2006-10-05 20:00:00,1292
3122,2006-10-05 21:00:00,1126
3122,2006-10-05 22:00:00,877
3122,2006-10-05 23:00:00,423
3122,2006-10-06 00:00:00,203
3122,2006-10-06 01:00:00,149
3122,2006-10-06 02:00:00,98
3122,2006-10-06 03:00:00,97
3122,2006-10-06 04:00:00,108
3122,2006-10-06 05:00:00,226
3122,2006-10-06 06:00:00,1120
3122,2006-10-06 07:00:00,2528
3122,2006-10-06 08:00:00,2809
3122,2006-10-06 09:00:00,2521
3122,2006-10-06 10:00:00,2267
3122,2006-10-06 11:00:00,2305
3122,2006-10-06 12:00:00,2385
3122,2006-10-06 13:00:00,2277
3122,2006-10-06 14:00:00,2462
3122,2006-10-06 15:00:00,2907
3122,2006-10-06 16:00:00,2990
3122,2006-10-06 17:00:00,3219
3122,2006-10-06 18:00:00,2877
3122,2006-10-06 19:00:00,2036
3122,2006-10-06 20:00:00,1295
3122,2006-10-06 21:00:00,1072
3122,2006-10-06 22:00:00,994
3122,2006-10-06 23:00:00,777
3122,2006-10-07 00:00:00,488
3122,2006-10-07 01:00:00,292
3122,2006-10-07 02:00:00,189
3122,2006-10-07 03:00:00,121
3122,2006-10-07 04:00:00,135
3122,2006-10-07 05:00:00,160
3122,2006-10-07 06:00:00,435
3122,2006-10-07 07:00:00,751
3122,2006-10-07 08:00:00,1538
3122,2006-10-07 09:00:00,2135
3122,2006-10-07 10:00:00,2418
3122,2006-10-07 11:00:00,2635
3122,2006-10-07 12:00:00,2725
3122,2006-10-07 13:00:00,2620
3122,2006-10-07 14:00:00,2510
3122,2006-10-07 15:00:00,2352
3122,2006-10-07 16:00:00,2250
3122,2006-10-07 17:00:00,2205
3122,2006-10-07 18:00:00,2038
3122,2006-10-07 19:00:00,1611
3122,2006-10-07 20:00:00,1043
3122,2006-10-07 21:00:00,958
3122,2006-10-07 22:00:00,922
3122,2006-10-07 23:00:00,965
3122,2006-10-08 00:00:00,660
3122,2006-10-08 01:00:00,378
3122,2006-10-08 02:00:00,243
3122,2006-10-08 03:00:00,197
3122,2006-10-08 04:00:00,173
3122,2006-10-08 05:00:00,207
3122,2006-10-08 06:00:00,386
3122,2006-10-08 07:00:00,456
3122,2006-10-08 08:00:00,786
3122,2006-10-08 09:00:00,1342
3122,2006-10-08 10:00:00,1718
3122,2006-10-08 11:00:00,1899
3122,2006-10-08 12:00:00,2238
3122,2006-10-08 13:00:00,1992
3122,2006-10-08 14:00:00,1941
3122,2006-10-08 15:00:00,1911
3122,2006-10-08 16:00:00,1998
3122,2006-10-08 17:00:00,1993
3122,2006-10-08 18:00:00,1566
3122,2006-10-08 19:00:00,1027
3122,2006-10-08 20:00:00,781
3122,2006-10-08 21:00:00,727
3122,2006-10-08 22:00:00,465
3122,2006-10-08 23:00:00,289
3122,2006-10-09 00:00:00,140
3122,2006-10-09 01:00:00,67
3122,2006-10-09 02:00:00,48
3122,2006-10-09 03:00:00,44
3122,2006-10-09 04:00:00,76
3122,2006-10-09 05:00:00,220
3122,2006-10-09 06:00:00,1104
3122,2006-10-09 07:00:00,2565
3122,2006-10-09 08:00:00,2700
3122,2006-10-09 09:00:00,2331
3122,2006-10-09 10:00:00,1918
3122,2006-10-09 11:00:00,1917
3122,2006-10-09 12:00:00,1941
3122,2006-10-09 13:00:00,1973
3122,2006-10-09 14:00:00,2039
3122,2006-10-09 15:00:00,2746
3122,2006-10-09 16:00:00,2916
3122,2006-10-09 17:00:00,3158
3122,2006-10-09 18:00:00,2682
3122,2006-10-09 19:00:00,1514
3122,2006-10-09 20:00:00,1026
3122,2006-10-09 21:00:00,823
3122,2006-10-09 22:00:00,608
3122,2006-10-09 23:00:00,257
3122,2006-10-10 00:00:00,146
3122,2006-10-10 01:00:00,64
3122,2006-10-10 02:00:00,52
3122,2006-10-10 03:00:00,51
3122,2006-10-10 04:00:00,80
3122,2006-10-10 05:00:00,270
3122,2006-10-10 06:00:00,1145
3122,2006-10-10 07:00:00,2578
3122,2006-10-10 08:00:00,2547
3122,2006-10-10 09:00:00,2599
3122,2006-10-10 10:00:00,2121
3122,2006-10-10 11:00:00,2091
3122,2006-10-10 12:00:00,2036
3122,2006-10-10 13:00:00,2132
3122,2006-10-10 14:00:00,2282
3122,2006-10-10 15:00:00,2699
3122,2006-10-10 16:00:00,2954
3122,2006-10-10 17:00:00,3101
3122,2006-10-10 18:00:00,2834
3122,2006-10-10 19:00:00,1876
3122,2006-10-10 20:00:00,1311
3122,2006-10-10 21:00:00,1103
3122,2006-10-10 22:00:00,872
3122,2006-10-10 23:00:00,395
3122,2006-10-11 00:00:00,177
3122,2006-10-11 01:00:00,80
3122,2006-10-11 02:00:00,74
3122,2006-10-11 03:00:00,59
3122,2006-10-11 04:00:00,89
3122,2006-10-11 05:00:00,258
3122,2006-10-11 06:00:00,1169
3122,2006-10-11 07:00:00,2488
3122,2006-10-11 08:00:00,2680
3122,2006-10-11 09:00:00,2577
3122,2006-10-11 10:00:00,2091
3122,2006-10-11 11:00:00,2130
3122,2006-10-11 12:00:00,2197
3122,2006-10-11 13:00:00,2152
3122,2006-10-11 14:00:00,2240
3122,2006-10-11 15:00:00,2828
3122,2006-10-11 16:00:00,2953
