scats_site_number,timestamp,traffic_flow,scaled_traffic_flow
970,2006-10-21 05:00:00,309,0.05566002256487401
970,2006-10-21 06:00:00,817,0.15118465588567132
970,2006-10-21 07:00:00,1382,0.2574276043625423
970,2006-10-21 08:00:00,2534,0.4740503948852952
970,2006-10-21 09:00:00,3439,0.644227153065062
970,2006-10-21 10:00:00,3897,0.7303497555471982
970,2006-10-21 11:00:00,4070,0.7628807822489657
970,2006-10-21 12:00:00,4395,0.8239939827002631
970,2006-10-21 13:00:00,4205,0.7882662655133508
970,2006-10-21 14:00:00,4090,0.7666415945844302
970,2006-10-21 15:00:00,3799,0.7119217751034222
970,2006-10-21 16:00:00,3727,0.6983828506957502
970,2006-10-21 17:00:00,3846,0.7207596840917637
970,2006-10-21 18:00:00,3378,0.6327566754418954
970,2006-10-21 19:00:00,2533,0.47386235426852197
970,2006-10-21 20:00:00,1657,0.30913877397517864
970,2006-10-21 21:00:00,1386,0.2581797668296352
970,2006-10-21 22:00:00,1356,0.2525385483264385
970,2006-10-21 23:00:00,1505,0.2805566002256487
970,2006-10-22 00:00:00,1027,0.19067318540804815
970,2006-10-22 01:00:00,583,0.10718315156073713
970,2006-10-22 02:00:00,371,0.06731854080481384
970,2006-10-22 03:00:00,287,0.0515231289958631
970,2006-10-22 04:00:00,218,0.038548326438510715
970,2006-10-22 05:00:00,221,0.039112448288830384
970,2006-10-22 06:00:00,550,0.10097781120722076
970,2006-10-22 07:00:00,726,0.13407295975930802
970,2006-10-22 08:00:00,1308,0.2435125987213238
970,2006-10-22 09:00:00,2278,0.42591199699135013
970,2006-10-22 10:00:00,2814,0.5267017675817977
970,2006-10-22 11:00:00,3261,0.6107559232794283
970,2006-10-22 12:00:00,3885,0.7280932681459195
970,2006-10-22 13:00:00,3897,0.7303497555471982
970,2006-10-22 14:00:00,3645,0.6829635201203459
970,2006-10-22 15:00:00,3561,0.6671681083113952
