epoch,loss,mae,rmse,val_loss,val_mae,val_rmse
24,0.0013599415542557836,0.02702786587178707,0.03687738627195358,0.001179652288556099,0.023505819961428642,0.034346066415309906
25,0.001330970786511898,0.02667207084596157,0.036482471972703934,0.0010649580508470535,0.022074859589338303,0.032633695751428604
26,0.0013339770957827568,0.026627475395798683,0.03652365133166313,0.001107763615436852,0.02268005535006523,0.033283084630966187
27,0.0013284493470564485,0.026612309738993645,0.03644789755344391,0.001100740279071033,0.02254447527229786,0.03317740559577942
28,0.0013183411210775375,0.026393810287117958,0.03630896657705307,0.0010481924982741475,0.022074181586503983,0.03237580135464668
29,0.0013218243839219213,0.026478074491024017,0.03635690361261368,0.0009939799783751369,0.022043172270059586,0.03152744844555855
30,0.0012760445242747664,0.026041341945528984,0.03572176396846771,0.0010487226536497474,0.021724894642829895,0.032383985817432404
31,0.0012551354011520743,0.02590451017022133,0.035427890717983246,0.001011642045341432,0.02177262119948864,0.03180631995201111
32,0.001269637723453343,0.026013754308223724,0.03563197702169418,0.001000362215563655,0.021008966490626335,0.031628504395484924
33,0.0012796707451343536,0.02597714215517044,0.03577248752117157,0.0010061906650662422,0.021671658381819725,0.03172050788998604
34,0.0012574178399518132,0.02578958310186863,0.03546008840203285,0.000958062766585499,0.020890306681394577,0.030952589586377144
35,0.001236746902577579,0.025665920227766037,0.03516741096973419,0.0010093360906466842,0.021436844021081924,0.03177005052566528
36,0.0012466793414205313,0.025694476440548897,0.0353083461523056,0.0009757318766787648,0.020987752825021744,0.03123670630156994
37,0.0012353378115221858,0.025529637932777405,0.035147372633218765,0.0009402358555234969,0.021119454875588417,0.0306632649153471
38,0.001219603349454701,0.02542898617684841,0.03492281958460808,0.0009211769211106002,0.020385246723890305,0.03035089746117592
39,0.0012009975034743547,0.02527102269232273,0.034655410796403885,0.0009087196085602045,0.02031964436173439,0.03014497645199299
40,0.0012034311657771468,0.025251468643546104,0.034690506756305695,0.0009878178825601935,0.021846091374754906,0.03142957016825676
41,0.0011979042319580913,0.025201993063092232,0.03461075201630592,0.0012195772724226117,0.024162061512470245,0.03492244705557823
42,0.001216779462993145,0.025268863886594772,0.03488236665725708,0.0009217445040121675,0.020689459517598152,0.03036024607717991
43,0.001199670834466815,0.025111693888902664,0.03463626652956009,0.0009353249333798885,0.020324373617768288,0.030583081766963005
44,0.0011798981577157974,0.025007624179124832,0.03434964641928673,0.0008986959583126009,0.020430676639080048,0.029978258535265923
45,0.0011621678713709116,0.024736832827329636,0.03409058228135109,0.000932122755330056,0.02057373896241188,0.030530685558915138
46,0.0011760479537770152,0.024879861623048782,0.03429355472326279,0.000962325488217175,0.02040191739797592,0.031021371483802795
47,0.0011621025623753667,0.024789154529571533,0.034089624881744385,0.000996345654129982,0.022151745855808258,0.03156494349241257
48,0.0011490699835121632,0.024480994790792465,0.03389793634414673,0.000881384767126292,0.01980414241552353,0.029688125476241112
49,0.0011409549042582512,0.024537131190299988,0.03377802297472954,0.0008929765317589045,0.020091338083148003,0.02988271228969097
